sjID,trial,choice,rt,win,loss,time,cue_ons,choice_ons,outcome_ons,score_tally,cue_ons_s,choice_ons_s,outcome_ons_s
1,188,2,0.660112600307912,1,0,14:52:18.942,14:52:19.503,14:52:20.163,14:52:22.348,93,2550987.3808802,2550988.0411269,2550990.2253042
1,189,2,1.50080789998174,1,0,14:52:23.848,14:52:24.407,14:52:25.908,14:52:28.093,94,2550992.2852587,2550993.7861755,2550995.9702543
1,190,1,0.218445499893278,1,0,14:52:29.593,14:52:30.155,14:52:30.373,14:52:32.558,95,2550998.0324945,2550998.2510689,2551000.4359378
1,191,2,0.752367699984461,1,0,14:52:34.059,14:52:34.620,14:52:35.371,14:52:37.556,96,2551002.4974341,2551003.249912,2551005.4342491
1,192,1,0.204989300109446,1,0,14:52:39.056,14:52:39.616,14:52:39.821,14:52:42.006,97,2551007.4940375,2551007.6991345,2551009.8836514
1,193,2,0.264402899891138,0,1,14:52:43.507,14:52:44.067,14:52:44.331,14:52:46.516,96,2551011.9446579,2551012.2091717,2551014.3939006
1,194,2,0.269278599880636,1,0,14:52:48.017,14:52:48.576,14:52:48.845,14:52:51.029,97,2551016.4536134,2551016.722974,2551018.9064502
1,195,1,0.0976645001210272,0,0,14:52:52.529,14:52:53.089,14:52:53.187,14:52:55.372,97,2551020.9672434,2551021.0650385,2551023.2499227
1,196,2,0.0561718000099063,1,0,14:52:56.873,14:52:57.432,14:52:57.488,14:52:59.673,98,2551025.3098262,2551025.3660851,2551027.5508267
1,197,1,0.119564000051469,1,0,14:53:01.174,14:53:01.733,14:53:01.853,14:53:04.038,99,2551029.611268,2551029.7309275,2551031.915282
1,198,2,0.268734500277787,1,1,14:53:05.538,14:53:06.097,14:53:06.365,14:53:08.551,99,2551033.9751529,2551034.2439595,2551036.4285602
1,199,3,0.00052960030734539,0,1,14:53:10.051,14:53:10.611,14:53:10.611,14:53:12.799,98,2551038.4892698,2551038.4898655,2551040.6774072
1,200,2,0.17480710009113,1,0,14:53:14.299,14:53:14.859,14:53:15.034,14:53:17.220,99,2551042.7371401,2551042.9120458,2551045.0972951
